CuPy (converging) (lsmr),41-44,3d_27pt,8,8,8,10648,SymGS,RR Norm: 0.18684847556843523
608.2273559570312
6.305791854858398
6.26585578918457
6.352896213531494
6.193151950836182
6.278143882751465
6.254591941833496
6.326272010803223
6.1921281814575195
6.164480209350586
