CuPy (converging) (gmres),41-44,3d_27pt,128,128,64,27725560,SymGS,RR Norm: 0.20587729502389918
20.911104202270508
20.357120513916016
20.505599975585938
20.49228858947754
20.447296142578125
20.503551483154297
20.526079177856445
20.494335174560547
20.546560287475586
20.507648468017578
