CuPy (converging) (lsmr),41-44,3d_27pt,128,64,64,13790200,SymGS,RR Norm: 0.3671637812015477
13.14303970336914
12.700672149658203
12.721088409423828
12.798975944519043
12.652544021606445
12.786687850952148
12.7457275390625
12.679167747497559
12.639264106750488
12.646400451660156
