CuPy (converging) (gmres),41-44,3d_27pt,32,32,32,830584,SymGS,RR Norm: 0.003936910262945632
5.212160110473633
4.958208084106445
4.984831809997559
5.006336212158203
4.967423915863037
4.9501118659973145
4.956160068511963
4.940800189971924
4.95414400100708
4.9356160163879395
