CuPy (converging) (gmres),41-44,3d_27pt,64,64,64,6859000,SymGS,RR Norm: 0.11417705077913629
8.036352157592773
7.796735763549805
7.7854719161987305
7.833695888519287
7.511040210723877
7.5037760734558105
7.519231796264648
7.505919933319092
7.503871917724609
7.511040210723877
