CuPy (converging) (lsmr),41-44,3d_27pt,16,16,16,97336,SymGS,RR Norm: 0.160716272798171
6.837247848510742
6.767615795135498
6.696959972381592
6.561791896820068
6.680543899536133
6.610943794250488
6.660096168518066
6.590464115142822
6.429696083068848
6.584320068359375
