CuPy (converging) (lsmr),41-44,3d_27pt,32,32,32,830584,SymGS,RR Norm: 0.22443486123590245
8.166399955749512
7.802976131439209
7.774208068847656
7.777279853820801
7.904191970825195
7.903200149536133
7.796735763549805
7.780288219451904
7.84281587600708
8.021984100341797
