CuPy 4 iterations (gmres),41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 2.628464803181747
5.135359764099121
4.939712047576904
4.991968154907227
4.917247772216797
4.899839878082275
4.8803839683532715
4.918272018432617
4.884511947631836
4.9100799560546875
5.038080215454102
