CuPy 4 iterations (lsmr),41-44,3d_27pt,16,16,16,97336,SymGS,L2 Norm: 98.40594163527287
4.631552219390869
4.119552135467529
4.265984058380127
4.081664085388184
4.220928192138672
4.376575946807861
4.130688190460205
4.288512229919434
4.114336013793945
4.245471954345703
