CuPy 4 iterations (minres),41-44,3d_27pt,128,64,64,13790200,SymGS,L2 Norm: 593.6641932140133
4.2639360427856445
4.124671936035156
4.118495941162109
4.109312057495117
4.105216026306152
4.109280109405518
4.130847930908203
4.157440185546875
4.2096638679504395
4.124671936035156
