CuPy 4 iterations (gmres),41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 4.444390143786997e-13
8.18073558807373
5.37497615814209
5.327871799468994
5.321728229522705
5.325823783874512
5.363711833953857
5.322751998901367
5.295135974884033
5.271552085876465
5.2870402336120605
