Striped Box coloring (coloringBox: 6x6x6),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2104.74
27.2904
27.3035
27.2921
27.4614
27.3321
27.3555
27.3425
27.3415
27.3513
27.3563
