Striped Box coloring (coloringBox: 8x8x8),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1014.2
13.5013
13.6907
13.7002
13.7887
13.7579
13.7053
13.7675
13.7348
13.763
13.8066
