Striped Box coloring (coloringBox: 7x7x7),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1009.95
13.7401
13.796
13.8396
13.8239
13.8346
13.8254
13.8279
13.8269
13.7736
13.8496
