Striped Box coloring (coloringBox: 3x3x3),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 66.7285
0.80384
0.7936
0.797696
0.7936
0.794624
0.794624
0.792576
0.7936
0.792576
0.792576
