Striped Box coloring (coloringBox: 3x3x3),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 37.4567
0.699392
0.67072
0.673792
0.669568
0.669696
0.67072
0.669696
0.671744
0.671744
0.669632
