Striped Box coloring (coloringBox: 7x7x7),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 171.179
9.5057
9.49222
9.45136
8.84995
8.79949
8.78291
8.7896
8.78173
8.81949
8.79094
