Striped Box coloring (coloringBox: 6x6x6),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 67.8968
5.03296
5.02784
5.02989
5.0207
5.0432
5.01453
5.01862
5.02182
5.02272
5.01658
