Striped Box coloring (coloringBox: 4x4x4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1514.04
14.0349
14.0407
14.0407
14.0387
14.0523
14.0424
13.4853
12.6825
12.6822
12.6769
