Striped Box coloring (coloringBox: 4x4x4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 69.6095
1.81043
1.80326
1.81146
1.80736
1.81146
1.8176
1.81248
1.80736
1.80838
1.81453
