Striped Box coloring (coloringBox: 6x6x6),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 719.922
6.60598
6.68528
6.76656
6.72163
6.74243
6.72406
6.732
6.73018
6.72634
6.74666
