Striped Box coloring (coloringBox: 8x8x8),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2074.28
35.2452
35.3059
35.5064
35.4227
35.3573
35.3782
35.3391
35.3862
35.378
35.3799
