Striped Box coloring (coloringBox: 5x5x5),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 732.699
5.45126
5.51075
5.51718
5.53229
5.52915
5.53882
5.52803
5.55069
5.5401
5.53386
