Striped Box coloring (coloringBox: 8x8x8),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 707.073
13.2468
13.3603
13.3654
13.3844
13.3651
13.432
13.388
13.3901
13.3822
13.4415
