Striped Box coloring (coloringBox: 7x7x7),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1456.26
18.6773
18.7192
18.7259
18.7187
18.683
18.7318
18.7113
18.7103
18.7296
18.7289
