Striped Box coloring (coloringBox: 3x3x3),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 181.038
0.753408
0.74192
0.741312
0.740064
0.742496
0.748992
0.742368
0.741568
0.745376
0.748
