Striped Box coloring (coloringBox: 5x5x5),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2140.92
25.055
25.0658
25.0724
25.2348
25.1023
25.0957
25.0937
25.0877
25.1064
25.2486
