Striped Box coloring (coloringBox: 7x7x7),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2084.94
29.7658
29.7904
29.7913
29.9892
29.8809
29.8747
29.8792
29.8732
29.8391
29.8598
