Striped Box coloring (coloringBox: 8x8x8),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 168.685
13.1372
13.1229
13.1048
13.0886
13.1044
13.0843
13.0797
13.113
13.0855
13.0896
