Striped Box coloring (coloringBox: 6x6x6),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1470.15
15.4555
15.4739
15.4689
15.458
15.4916
15.4677
15.4883
15.5239
15.5408
15.5641
