Striped Box coloring (coloringBox: 3x3x3),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1069.26
7.13274
7.13552
7.13917
7.13286
7.13795
7.14387
7.13904
7.14256
7.13974
7.14387
