CuPy (gmres),41-44,3d_27pt,16,16,16,97336,SymGS,L2 Norm: 0.0003439457423408054
5.50105619430542
5.533696174621582
5.500959873199463
5.437439918518066
5.370880126953125
5.346303939819336
5.483520030975342
5.62175989151001
5.35756778717041
5.347328186035156
