CuPy (lsmr),41-44,3d_27pt,16,16,16,97336,SymGS,L2 Norm: 206.53777215053344
2.142080068588257
1.8012160062789917
1.9374079704284668
1.7991679906845093
1.9272960424423218
1.9281920194625854
1.7879040241241455
1.9292160272598267
1.788864016532898
1.9169280529022217
