CuPy (gmres),41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 0.49691635465752604
5.124095916748047
4.883584022521973
4.917280197143555
4.908031940460205
4.918272018432617
4.9060797691345215
4.955071926116943
4.993023872375488
4.944896221160889
4.91212797164917
