CuPy (minres),41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 283.48319736867995
1.4049279689788818
1.1806720495224
1.1857919692993164
1.1848640441894531
1.2267520427703857
1.1775360107421875
1.1806720495224
1.2297600507736206
1.2154879570007324
1.183743953704834
