CuPy (minres),41-44,3d_27pt,128,64,64,13790200,SymGS,L2 Norm: 896.7086324562083
1.6711679697036743
1.5196160078048706
1.4970879554748535
1.495136022567749
1.6189119815826416
1.491968035697937
1.5319039821624756
1.4807039499282837
1.5554560422897339
1.4878720045089722
