CuPy (gmres),41-44,3d_27pt,64,64,64,6859000,SymGS,L2 Norm: 155.83557158987114
7.988128185272217
7.75980806350708
7.767039775848389
7.725056171417236
7.776256084442139
7.748608112335205
7.745535850524902
7.761919975280762
7.766016006469727
7.75270414352417
