CuPy (minres),41-44,3d_27pt,16,16,16,97336,SymGS,L2 Norm: 134.448111040164
1.381376028060913
1.1951040029525757
1.1898880004882812
1.1847679615020752
1.18886399269104
1.1786240339279175
1.1991039514541626
1.1846719980239868
1.227776050567627
1.2031999826431274
