CuPy (gmres),41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 4.444390143786997e-13
8.09984016418457
5.368832111358643
5.502975940704346
5.480319976806641
5.304319858551025
5.294079780578613
5.305344104766846
5.3073601722717285
5.363711833953857
5.284927845001221
