CuPy (minres),41-44,3d_27pt,128,128,128,55742968,SymGS,L2 Norm: 1656.7580033599406
36.57526397705078
3.557375907897949
3.547136068344116
3.5338239669799805
3.6126720905303955
3.5430400371551514
3.5389440059661865
3.5440640449523926
3.5430400371551514
3.5338239669799805
