CuPy (lsmr),41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 106.77979238972522
451.47442626953125
1.8944000005722046
1.7489919662475586
1.7192959785461426
1.7827839851379395
1.7694720029830933
1.763327956199646
1.7991679906845093
1.7397760152816772
1.8072320222854614
