CuPy (minres),41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 69.29463589806517
178.87744140625
1.2042239904403687
1.1591039896011353
1.1510080099105835
1.1407359838485718
1.1427199840545654
1.146880030632019
1.185696005821228
1.1744320392608643
1.1755520105361938
