CuPy (gmres),41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 2.628464803181747
5.157919883728027
4.922368049621582
4.918272018432617
4.902912139892578
4.940800189971924
5.040095806121826
5.058623790740967
4.909023761749268
4.926432132720947
4.919295787811279
