CuPy (lsmr),41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 309.9736902686377
2.268160104751587
2.081792116165161
2.1278719902038574
2.0838398933410645
2.085887908935547
2.1565439701080322
2.1094400882720947
2.0654079914093018
2.043936014175415
2.0378239154815674
