CuPy (lsmr),41-44,3d_27pt,128,64,64,13790200,SymGS,L2 Norm: 1190.3408699596462
3.6669440269470215
3.3945600986480713
3.414016008377075
3.4007039070129395
3.41811203956604
3.397631883621216
3.4109439849853516
3.4150400161743164
3.422208070755005
3.384351968765259
