CuPy (lsmr),41-44,3d_27pt,64,64,64,6859000,SymGS,L2 Norm: 896.238233740903
2.9818880558013916
2.6940479278564453
2.7085120677948
2.795520067214966
2.732032060623169
2.729088068008423
2.7535359859466553
2.697216033935547
2.7299840450286865
2.786207914352417
