CuPy (minres),41-44,3d_27pt,64,64,64,6859000,SymGS,L2 Norm: 658.6995159562603
1.509376049041748
1.2196160554885864
1.210368037223816
1.2072960138320923
1.218559980392456
1.2083200216293335
1.2124160528182983
1.2175999879837036
1.207360029220581
1.206272006034851
