CuPy (lsmr),41-44,3d_27pt,128,128,128,55742968,SymGS,L2 Norm: 2050.754426107718
12.194815635681152
8.443903923034668
8.425472259521484
8.445952415466309
8.383487701416016
8.42956829071045
8.415231704711914
8.420319557189941
8.445856094360352
8.42841625213623
