BaseTorch,41-44,3d_27pt,32,32,32,830584,SymGS
18934.560546875
18932.494140625
18953.4765625
18998.67578125
18927.43359375
18827.09375
19022.455078125
18876.86328125
18968.80859375
18920.673828125
