BaseTorch,41-44,3d_27pt,32,32,32,830584,CG
16.42857551574707
16.559104919433594
16.917503356933594
17.139711380004883
16.755840301513672
16.933887481689453
16.931840896606445
16.933887481689453
17.096704483032227
16.934816360473633
