CuPy 5 iterations (minres),41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 50.17903832437379
4.328320026397705
4.072447776794434
4.0120320320129395
3.994623899459839
4.000768184661865
4.01804780960083
4.055039882659912
4.035488128662109
4.0273919105529785
4.0273919105529785
