CuPy 5 iterations (gmres),41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 2.628464803181747
5.1179518699646
4.876287937164307
4.8803839683532715
4.878335952758789
4.8660478591918945
4.9541120529174805
4.888576030731201
5.049344062805176
4.8618879318237305
4.870143890380859
