CuPy 5 iterations (gmres),41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 4.444390143786997e-13
8.059904098510742
5.305344104766846
5.264383792877197
5.257215976715088
5.2254719734191895
5.214208126068115
5.208064079284668
5.24399995803833
5.263360023498535
5.29417610168457
