Striped Warp Reduction (kernel reduction - cooperation number = 64),41-44,3d_27pt,24,24,24,13824,Dot,vanilla_version
0.016416
0.01536
0.014336
0.01536
0.015232
0.014336
0.014336
0.014336
0.014336
0.01536
