Striped Warp Reduction (kernel reduction - cooperation number = 16),41-44,3d_27pt,256,128,128,4194304,Dot,vanilla_version
0.110816
0.10848
0.10752
0.10752
0.108448
0.108512
0.106496
0.10752
0.108512
0.10752
