Striped Warp Reduction (kernel reduction - cooperation number = 64),41-44,3d_27pt,128,128,128,2097152,Dot,vanilla_version
0.066272
0.063488
0.063488
0.063488
0.062464
0.064512
0.063488
0.062592
0.063488
0.063488
