Striped Warp Reduction (kernel reduction - cooperation number = 64),41-44,3d_27pt,256,128,128,4194304,Dot,vanilla_version
0.101888
0.100352
0.099328
0.100352
0.100288
0.099328
0.099424
0.099328
0.101376
0.100352
