Striped Warp Reduction (kernel reduction - cooperation number = 2),41-44,3d_27pt,256,128,128,4194304,Dot,vanilla_version
0.125376
0.123904
0.124928
0.123904
0.12304
0.123648
0.12384
0.124928
0.1248
0.123904
