Striped Warp Reduction (kernel reduction - cooperation number = 4),41-44,3d_27pt,128,128,128,2097152,Dot,vanilla_version
0.068864
0.068576
0.06768
0.067584
0.068608
0.068608
0.067584
0.067584
0.067584
0.067584
