Striped Warp Reduction (kernel reduction - cooperation number = 1),41-44,3d_27pt,256,128,128,4194304,Dot,vanilla_version
0.186656
0.185344
0.18448
0.18432
0.18432
0.185152
0.18432
0.18432
0.18432
0.184512
