Striped Warp Reduction (kernel reduction - cooperation number = 16),41-44,3d_27pt,128,128,128,2097152,Dot,vanilla_version
0.066624
0.064512
0.064576
0.065536
0.064512
0.064512
0.064608
0.065536
0.065536
0.06448
