Striped Warp Reduction (kernel reduction - cooperation number = 8),41-44,3d_27pt,256,256,128,8388608,Dot,vanilla_version
0.18512
0.1832
0.181408
0.183168
0.182272
0.181248
0.18432
0.183232
0.182272
0.183296
