Striped Warp Reduction (kernel reduction - cooperation number = 16),41-44,3d_27pt,256,256,128,8388608,Dot,vanilla_version
0.186752
0.184416
0.185344
0.1832
0.183296
0.184256
0.188416
0.183328
0.182272
0.18432
