Striped Warp Reduction (kernel reduction - cooperation number = 4),41-44,3d_27pt,256,256,128,8388608,Dot,vanilla_version
0.186816
0.188416
0.186368
0.186368
0.183392
0.186304
0.186368
0.185344
0.18944
0.190496
